name	symbol	synonym	length	chromStart	chromEnd	strand	description	chrom	goterms	ecnums	kegg	pathways	cogs	pfams	operons
Rv2510c		Rv2510	1602	2825487	2827089	-	conserved hypothetical protein	chr					COG:R	PF05872.4	Rv2510c-Rv2510c
Rv2511	orn		648	2827156	2827804	+	oligoribonuclease	chr					COG:A	PF00929.16	orn-orn
Rv2512c		Rv2512	1248	2828555	2829803	-	transposase	chr					COG:L	PF00872.10	Rv2512c-Rv2512c
Rv2513			423	2830160	2830583	+	hypothetical protein	chr							Rv2513-Rv2513
Rv2514c		Rv2514	462	2830876	2831338	-	conserved hypothetical protein	chr							Rv2514c-Rv2515c
Rv2515c		Rv2515	1248	2831343	2832591	-	conserved hypothetical protein	chr					COG:E	PF01381.14,PF06114.5	Rv2514c-Rv2515c
Rv2516c		Rv2516	804	2832709	2833513	-	hypothetical protein	chr							Rv2516c-Rv2517c
Rv2517c		Rv2517	252	2833509	2833761	-	hypothetical protein	chr							Rv2516c-Rv2517c
Rv2518c	lppS	Rv2518	1227	2834108	2835335	-	lipoprotein	chr					COG:S	PF03734.5	lppS-lppS
Rv2519	PE26		1479	2835784	2837263	+	PE family protein	chr						PF00934.12	PE26-PE26
Rv2520c		Rv2520	228	2837387	2837615	-	conserved membrane protein	chr							Rv2520c-Rv2520c
Rv2521	bcp		474	2837683	2838157	+	bacterioferritin comigratory protein	chr					COG:O	PF00578.13,PF08534.2	bcp-bcp
Rv2522c		Rv2522	1413	2838128	2839541	-	conserved hypothetical protein	chr		EC:3.5.1.14	KEGG:00220		COG:E	PF01546.20,PF07687.6	Rv2522c-acpS
Rv2523c	acpS	Rv2523	393	2839537	2839930	-	holo-[acyl-carrier protein] synthase	chr		EC:2.7.8.7	KEGG:00770	PWY:FASYN-INITIAL-PWY	COG:I	PF01648.12	Rv2522c-acpS
Rv2524c	fas	Rv2524	9210	2840122	2849332	-	fatty-acid synthase	chr		EC:2.3.1.-,EC:2.3.1.39,EC:1.1.1.100,EC:2.3.1.38,EC:2.3.1.41,EC:4.2.1.61,EC:1.3.1.9	KEGG:00960,KEGG:00604,KEGG:00642,KEGG:00061,KEGG:00350,KEGG:00564,KEGG:00632,KEGG:01053,KEGG:00310,KEGG:00624,KEGG:01056,KEGG:00340,KEGG:00540,KEGG:00565,KEGG:00360,KEGG:00903,KEGG:00650		COG:I,COG:I,COG:I,COG:I,COG:Q,COG:I	PF00109.18,PF00698.13,PF01575.11,PF02801.14,PF08354.2	fas-fas
Rv2525c		Rv2525	723	2849851	2850574	-	conserved hypothetical protein	chr						PF08924.3	Rv2525c-Rv2525c
Rv2526			228	2851090	2851318	+	hypothetical protein	chr							Rv2526-Rv2527
Rv2527			402	2851314	2851716	+	conserved hypothetical protein	chr					COG:R	PF01850.13	Rv2526-Rv2527
Rv2528c	mrr	Rv2528	921	2851750	2852671	-	restriction system protein	chr					COG:V	PF04471.4	mrr-mrr
Rv2529			1392	2852874	2854266	+	hypothetical protein	chr					COG:L	PF02732.7	
Rv2530A			225	2854682	2854907	-	conserved hypothetical protein	chr							Rv2530A-Rv2530A
Rv2530c		Rv2530	420	2854266	2854686	-	conserved hypothetical protein	chr					COG:R	PF01850.13	Rv2530c-Rv2531c
Rv2531c		Rv2531	2844	2854937	2857781	-	amino acid decarboxylase	chr				PWY:POLYAMSYN-PWY,PWY:ORNSPNANA-PWY,PWY:ORNDEG-PWY,PWY:ARGDEG-PWY	COG:E	PF01276.12,PF03711.7	Rv2530c-Rv2531c
Rv2532c		Rv2532	402	2857852	2858254	-	hypothetical protein	chr							Rv2532c-pepQ
Rv2533c	nusB	Rv2533	471	2858253	2858724	-	N utilization substance protein B	chr	GO:0003723				COG:K	PF01029.10	Rv2532c-pepQ
Rv2534c	efp	Rv2534	564	2858726	2859290	-	elongation factor P	chr					COG:J	PF01132.12,PF08207.4,PF09285.3	Rv2532c-pepQ
Rv2535c	pepQ	Rv2535	1119	2859299	2860418	-	cytoplasmic peptidase	chr	GO:0008235,GO:0006508				COG:E	PF00557.16,PF01321.10	Rv2532c-pepQ
Rv2536			693	2860451	2861144	+	conserved membrane protein	chr							Rv2536-Rv2536
Rv2537c	aroD	Rv2537	444	2861147	2861591	-	3-dehydroquinate dehydratase	chr	GO:0003855	EC:4.2.1.10	KEGG:00400	PWY:ARO-PWY	COG:E	PF01220.11	aroD-aroF
Rv2538c	aroB	Rv2538	1089	2861587	2862676	-	3-dehydroquinate synthase	chr	GO:0003856	EC:4.2.3.4	KEGG:00400	PWY:ARO-PWY	COG:E	PF01761.12	aroD-aroF
Rv2539c	aroK	Rv2539	531	2862672	2863203	-	shikimate kinase	chr	GO:0004765	EC:2.7.1.71	KEGG:00400	PWY:ARO-PWY	COG:E	PF01202.14	aroD-aroF
Rv2540c	aroF	Rv2540	1206	2863206	2864412	-	chorismate synthase	chr	GO:0004107	EC:4.2.3.5	KEGG:00400	PWY:ARO-PWY		PF01264.13	aroD-aroF
Rv2541			408	2864426	2864834	+	hypothetical alanine rich protein	chr							Rv2541-Rv2541
Rv2542			1212	2865129	2866341	+	conserved hypothetical protein	chr						PF06259.4	Rv2542-Rv2542
Rv2543	lppA		660	2866467	2867127	+	lipoprotein	chr							lppA-Rv2545
Rv2544	lppB		663	2867123	2867786	+	lipoprotein	chr							lppA-Rv2545
Rv2545			279	2867782	2868061	+	conserved hypothetical protein	chr							lppA-Rv2545
Rv2546			414	2868153	2868567	+	conserved hypothetical protein	chr						PF01850.13	Rv2546-Rv2548
Rv2547			258	2868605	2868863	+	conserved hypothetical protein	chr						PF01402.13	Rv2546-Rv2548
Rv2548			378	2868859	2869237	+	conserved hypothetical protein	chr					COG:R	PF01850.13	Rv2546-Rv2548
Rv2549c		Rv2549	396	2869726	2870122	-	conserved hypothetical protein	chr					COG:R	PF01850.13	Rv2549c-Rv2550c
Rv2550c		Rv2550	246	2870118	2870364	-	hypothetical protein	chr						PF01402.13	Rv2549c-Rv2550c
Rv2551c		Rv2551	420	2870774	2871194	-	conserved hypothetical protein	chr						PF01478.10	Rv2551c-alaS
Rv2552c	aroE	Rv2552	810	2871205	2872015	-	shikimate 5-dehydrogenase	chr	GO:0004764	EC:1.1.1.25	KEGG:00400	PWY:ARO-PWY	COG:E	PF01488.12,PF08501.3	Rv2551c-alaS
Rv2553c		Rv2553	1254	2872011	2873265	-	conserved membrane protein	chr				PWY:PWY0-166		PF02618.8	Rv2551c-alaS
Rv2554c		Rv2554	513	2873257	2873770	-	conserved hypothetical protein	chr						PF03652.7	Rv2551c-alaS
Rv2555c	alaS	Rv2555	2715	2873770	2876485	-	alanyl-tRNA synthetase	chr	GO:0004813	EC:6.1.1.7	KEGG:00970,KEGG:00252	PWY:TRNA-CHARGING-PWY	COG:J	PF01411.11,PF02272.11,PF07973.6	Rv2551c-alaS
Rv2556c		Rv2556	390	2876575	2876965	-	conserved hypothetical protein	chr						PF01894.9	Rv2556c-Rv2556c
Rv2557			675	2877071	2877746	+	conserved hypothetical protein	chr							Rv2557-Rv2557
Rv2558			711	2877830	2878541	+	conserved hypothetical protein	chr							Rv2558-Rv2558
Rv2559c		Rv2559	1359	2878570	2879929	-	conserved alanine, leucine valine rich protein	chr					COG:L	PF00004.21,PF01078.13,PF07728.6	Rv2559c-Rv2559c
Rv2560			978	2880074	2881052	+	proline and glycine rich membrane protein	chr					COG:S		Rv2560-Rv2560
Rv2561			294	2881408	2881702	+	conserved hypothetical protein	chr							Rv2561-Rv2561
Rv2562			390	2881757	2882147	+	conserved hypothetical protein	chr							Rv2562-Rv2562
Rv2563			1050	2882289	2883339	+	glutamine-transport transmembrane protein ABC transporter	chr						PF02687.13	Rv2563-glnQ
Rv2564	glnQ		993	2883341	2884334	+	glutamine-transport ATP-binding protein ABC transporter	chr					COG:V	PF00005.19,PF00027.21	Rv2563-glnQ
Rv2565			1752	2884610	2886362	+	conserved hypothetical protein	chr					COG:T,COG:R	PF00027.21,PF01734.14	Rv2565-Rv2567
Rv2566			3423	2886372	2889795	+	conserved hypothetical protein	chr					COG:E,COG:S	PF01841.11,PF08379.2	Rv2565-Rv2567
Rv2567			2655	2889794	2892449	+	conserved alanine and leucine rich protein	chr					COG:S,COG:S	PF04168.4,PF04169.5,PF04174.5	Rv2565-Rv2567
Rv2568c		Rv2568	1026	2892445	2893471	-	conserved hypothetical protein	chr					COG:S		Rv2568c-Rv2569c
Rv2569c		Rv2569	945	2893463	2894408	-	conserved hypothetical protein	chr					COG:E	PF01841.11,PF08379.2	Rv2568c-Rv2569c
Rv2570			390	2894511	2894901	+	conserved hypothetical protein	chr					COG:S	PF04944.5	Rv2570-Rv2570
Rv2571c		Rv2571	1068	2894892	2895960	-	transmembrane alanine and valine and leucine rich protein	chr					COG:S		Rv2571c-Rv2571c
Rv2572c	aspS	Rv2572	1791	2896012	2897803	-	aspartyl-tRNA synthetase	chr		EC:6.1.1.12	KEGG:00970,KEGG:00252	PWY:TRNA-CHARGING-PWY	COG:J	PF00152.12,PF01336.17,PF02938.6	aspS-aspS
Rv2573			741	2898042	2898783	+	conserved hypothetical protein	chr	GO:0008677	EC:1.1.1.169	KEGG:00770		COG:H	PF02558.8,PF08546.3	Rv2573-Rv2575
Rv2574			504	2898805	2899309	+	conserved hypothetical protein	chr							Rv2573-Rv2575
Rv2575			882	2899338	2900220	+	conserved glycine rich membrane protein	chr						PF04228.5	Rv2573-Rv2575
Rv2576c		Rv2576	465	2900225	2900690	-	conserved membrane protein	chr							Rv2576c-Rv2576c
Rv2577			1590	2900917	2902507	+	conserved hypothetical protein	chr					COG:R	PF00149.20	Rv2577-Rv2577
Rv2578c		Rv2578	1023	2902508	2903531	-	conserved hypothetical protein	chr					COG:L	PF04055.13	Rv2578c-Rv2578c
Rv2579	dhaA		903	2903638	2904541	+	haloalkane dehalogenase	chr				PWY:GAMMAHEXCHLORDEG-PWY	COG:R	PF00561.12	dhaA-dhaA
Rv2580c	hisS	Rv2580	1272	2904820	2906092	-	histidyl-tRNA synthetase	chr	GO:0004821	EC:6.1.1.21	KEGG:00970,KEGG:00340	PWY:TRNA-CHARGING-PWY	COG:J	PF00587.17,PF03129.12	hisS-Rv2581c
Rv2581c		Rv2581	675	2906088	2906763	-	glyoxalase II	chr	GO:0004416	EC:3.1.2.6	KEGG:00620		COG:R	PF00753.19	hisS-Rv2581c
Rv2582	ppiB		927	2906813	2907740	+	peptidyl-prolyl-cis-trans-isomerase B	chr		EC:5.2.1.8	KEGG:04020		COG:O	PF00160.13	ppiB-ppiB
Rv2583c	relA	Rv2583	2373	2907825	2910198	-	GTP pyrophosphokinase	chr		EC:2.7.6.5,EC:3.1.7.2	KEGG:00230	PWY:PPGPPMET-PWY	COG:K,COG:T	PF01842.17,PF01966.14,PF02824.13,PF04607.9	relA-apt
Rv2584c	apt	Rv2584	672	2910228	2910900	-	adenine phosphoribosyltransferase	chr	GO:0003999	EC:2.4.2.7	KEGG:00230	PWY:SALVADEHYPOX-PWY	COG:F	PF00156.19	relA-apt
Rv2585c		Rv2585	1674	2911003	2912677	-	conserved lipoprotein	chr					COG:E	PF00496.14	Rv2585c-secD
Rv2586c	secF	Rv2586	1329	2912682	2914011	-	protein-export membrane protein	chr	GO:0008565,GO:0015627,GO:0015628				COG:U	PF02355.8,PF07549.6	Rv2585c-secD
Rv2587c	secD	Rv2587	1722	2914014	2915736	-	protein-export membrane protein	chr	GO:0015627,GO:0008565,GO:0015628				COG:U	PF07549.6	Rv2585c-secD
Rv2588c	yajC	Rv2588	348	2915845	2916193	-	membrane protein secretion factor	chr					COG:U	PF02699.7	yajC-yajC
Rv2589	gabT		1350	2916359	2917709	+	4-aminobutyrate aminotransferase	chr				PWY:GLUDEG-I-PWY	COG:E	PF00202.13	gabT-gabT
Rv2590	fadD9		3507	2917870	2921377	+	fatty-acid-CoA ligase	chr	GO:0004467	EC:6.2.1.3	KEGG:00071,KEGG:04920,KEGG:03320	PWY:P221-PWY	COG:Q,COG:I	PF00501.20,PF00550.17,PF01370.13,PF07993.4	fadD9-fadD9
Rv2591	PE_PGRS44		1632	2921550	2923182	+	PE-PGRS family protein	chr						PF00934.12	PE_PGRS44-PE_PGRS44
Rv2592c	ruvB	Rv2592	1035	2923198	2924233	-	holliday junction DNA helicase	chr	GO:0005524,GO:0009378,GO:0006281,GO:0003677,GO:0006310				COG:L	PF00004.21,PF05491.5,PF05496.4,PF07728.6	ruvB-ruvC
Rv2593c	ruvA	Rv2593	591	2924229	2924820	-	holliday junction DNA helicase	chr	GO:0009379,GO:0005524,GO:0006281,GO:0005622,GO:0006310,GO:0009378,GO:0003677				COG:L	PF01330.13,PF07499.5	ruvB-ruvC
Rv2594c	ruvC	Rv2594	567	2924816	2925383	-	crossover junction endodeoxyribonuclease	chr	GO:0008821	EC:3.1.22.4			COG:L	PF02075.9	ruvB-ruvC
Rv2595			246	2925491	2925737	+	conserved hypothetical protein	chr					COG:K	PF04014.10	Rv2595-Rv2596
Rv2596			405	2925733	2926138	+	conserved hypothetical protein	chr						PF01850.13	Rv2595-Rv2596
Rv2597			621	2926354	2926975	+	membrane protein	chr							Rv2597-Rv2599
Rv2598			495	2926985	2927480	+	conserved hypothetical protein	chr							Rv2597-Rv2599
Rv2599			432	2927476	2927908	+	conserved membrane protein	chr							Rv2597-Rv2599
Rv2600			402	2927989	2928391	+	conserved membrane protein	chr						PF03994.6	Rv2600-speE
Rv2601	speE		1572	2928387	2929959	+	spermidine synthase	chr	GO:0004766	EC:2.5.1.16	KEGG:00410,KEGG:00271,KEGG:00220	PWY:POLYAMSYN-PWY,PWY:ORNSPNANA-PWY	COG:R	PF01564.9	Rv2600-speE
Rv2601A			288	2930069	2930357	+	conserved hypothetical protein	chr					COG:R		Rv2601A-Rv2602
Rv2602			441	2930343	2930784	+	conserved hypothetical protein	chr						PF01850.13	Rv2601A-Rv2602
Rv2603c		Rv2603	756	2930804	2931560	-	conserved hypothetical protein	chr						PF01709.12	Rv2603c-Rv2603c
Rv2604c		Rv2604	597	2931692	2932289	-	conserved hypothetical protein	chr		EC:2.4.2.-	KEGG:00340		COG:H	PF01174.11,PF07685.6	Rv2604c-Rv2606c
Rv2605c	tesB2	Rv2605	846	2932296	2933142	-	acyl-CoA thioesterase II	chr		EC:3.1.2.-	KEGG:00903,KEGG:00130,KEGG:00632		COG:I	PF02551.7	Rv2604c-Rv2606c
Rv2606c		Rv2606	900	2933170	2934070	-	pyridoxine biosynthesis protein	chr	GO:0003674				COG:H	PF01680.9	Rv2604c-Rv2606c
Rv2607	pdxH		675	2934197	2934872	+	pyridoxamine 5-phosphate oxidase	chr	GO:0004733	EC:1.4.3.5	KEGG:00750	PWY:PLPSAL-PWY	COG:H	PF01243.12	pdxH-pdxH
Rv2608	PPE42		1743	2935045	2936788	+	PPE family protein	chr						PF00823.11,PF01469.10,PF08237.3	PPE42-PPE42
Rv2609c		Rv2609	1056	2936809	2937865	-	conserved membrane protein	chr						PF00293.20	Rv2609c-thrS
Rv2610c	pimA	Rv2610	1137	2937864	2939001	-	alpha-mannosyltransferase	chr		EC:2.4.1.57			COG:M	PF00534.12	Rv2609c-thrS
Rv2611c		Rv2611	951	2939011	2939962	-	acyltransferase	chr					COG:M	PF03279.5	Rv2609c-thrS
Rv2612c	pgsA1	Rv2612	654	2939958	2940612	-	phosphatidylinositol synthase	chr	GO:0008444	EC:2.7.8.5	KEGG:00564	PWY:PHOSLIPSYN-PWY	COG:I	PF01066.13	Rv2609c-thrS
Rv2613c		Rv2613	588	2940608	2941196	-	conserved hypothetical protein	chr					COG:F,COG:G,COG:R	PF01230.15	Rv2609c-thrS
Rv2614A			228	2943375	2943603	+	conserved hypothetical protein	chr					COG:G		Rv2614A-Rv2614A
Rv2614c	thrS	Rv2614	2079	2941188	2943267	-	threonyl-tRNA synthetase	chr	GO:0004829	EC:6.1.1.3	KEGG:00260,KEGG:00970	PWY:TRNA-CHARGING-PWY	COG:J	PF00587.17,PF03129.12,PF07973.6	Rv2609c-thrS
Rv2615c	PE_PGRS45	Rv2615	1386	2943599	2944985	-	PE-PGRS family protein	chr						PF00934.12	PE_PGRS45-PE_PGRS45
Rv2616			501	2945329	2945830	+	conserved hypothetical protein	chr					COG:S		Rv2616-Rv2616
Rv2617c		Rv2617	441	2945846	2946287	-	transmembrane protein	chr							Rv2617c-Rv2617c
Rv2618			678	2946433	2947111	+	conserved hypothetical protein	chr					COG:K		Rv2618-Rv2618
Rv2619c		Rv2619	354	2947095	2947449	-	conserved hypothetical protein	chr					COG:S		Rv2619c-Rv2621c
Rv2620c		Rv2620	426	2947461	2947887	-	conserved membrane protein	chr							Rv2619c-Rv2621c
Rv2621c		Rv2621	675	2947883	2948558	-	transcriptional regulator	chr					COG:K		Rv2619c-Rv2621c
Rv2622			822	2948635	2949457	+	methyltransferase/methylase	chr				PWY:CODH-PWY		PF08241.4	Rv2622-Rv2622
Rv2623	TB31.7		894	2949592	2950486	+	conserved hypothetical protein	chr					COG:T	PF00582.18	TB31.7-TB31.7
Rv2624c		Rv2624	819	2950488	2951307	-	conserved hypothetical protein	chr					COG:T	PF00582.18	Rv2624c-Rv2625c
Rv2625c		Rv2625	1182	2951321	2952503	-	conserved alanine and leucine rich membrane protein	chr					COG:R	PF00571.20,PF02163.14	Rv2624c-Rv2625c
Rv2626c		Rv2626	432	2952561	2952993	-	conserved hypothetical protein	chr					COG:R	PF00571.20	Rv2626c-Rv2626c
Rv2627c		Rv2627	1242	2953506	2954748	-	conserved hypothetical protein	chr							Rv2627c-Rv2627c
Rv2628			363	2955057	2955420	+	hypothetical protein	chr							Rv2628-Rv2628
Rv2629			1125	2955766	2956891	+	conserved hypothetical protein	chr					COG:J		Rv2629-Rv2630
Rv2630			540	2956892	2957432	+	hypothetical protein	chr					COG:S	PF01951.8	Rv2629-Rv2630
Rv2631			1299	2957571	2958870	+	conserved hypothetical protein	chr	GO:0003674					PF01139.9	Rv2631-Rv2631
Rv2632c		Rv2632	282	2958908	2959190	-	conserved hypothetical protein	chr						PF08962.3	Rv2632c-Rv2632c
Rv2633c		Rv2633	486	2959334	2959820	-	hypothetical protein	chr						PF01814.15	Rv2633c-Rv2633c
Rv2634c	PE_PGRS46	Rv2634	2337	2960104	2962441	-	PE-PGRS family protein	chr						PF00934.12	PE_PGRS46-PE_PGRS46
Rv2635			243	2962469	2962712	+	hypothetical protein	chr							Rv2635-Rv2636
Rv2636			678	2962712	2963390	+	conserved hypothetical protein	chr					COG:V	PF07931.4	Rv2635-Rv2636
Rv2637	dedA		657	2963585	2964242	+	transmembrane protein	chr					COG:S	PF09335.3	dedA-dedA
Rv2638			447	2964404	2964851	+	conserved hypothetical protein	chr					COG:T	PF01740.13	Rv2638-Rv2638
Rv2639c		Rv2639	333	2965025	2965358	-	conserved membrane protein	chr						PF02694.7	Rv2639c-Rv2639c
Rv2640c		Rv2640	360	2965477	2965837	-	transcriptional regulator, arsR-family	chr					COG:K	PF01022.12	Rv2640c-Rv2640c
Rv2641	cadI		459	2965938	2966397	+	cadmium inducible protein	chr					COG:E	PF00903.17	cadI-cadI
Rv2642			381	2966532	2966913	+	transcriptional regulator, arsR-family	chr	GO:0003700,GO:0005622				COG:K	PF01022.12	Rv2642-arsC
Rv2643	arsC		1497	2966909	2968406	+	arsenic-transport membrane protein	chr	GO:0008794	EC:1.20.4.1			COG:P,COG:T	PF01451.13,PF01758.8	Rv2642-arsC
Rv2644c		Rv2644	318	2968532	2968850	-	hypothetical protein	chr							Rv2644c-Rv2644c
Rv2645			432	2970122	2970554	+	hypothetical protein	chr							Rv2645-Rv2646
Rv2646			999	2970550	2971549	+	integrase	chr						PF00589.14	Rv2645-Rv2646
Rv2647			369	2971658	2972027	+	hypothetical protein	chr							Rv2647-Rv2647
Rv2648			327	2972159	2972486	+	transposase	chr					COG:L	PF01527.12	Rv2648-Rv2649
Rv2649			987	2972434	2973421	+	transposase	chr					COG:L	PF00665.18	Rv2648-Rv2649
Rv2650c		Rv2650	1440	2973794	2975234	-	phiRv2 phage protein	chr					COG:R	PF05065.5	Rv2650c-Rv2651c
Rv2651c		Rv2651	534	2975241	2975775	-	phiRv2 phage protease	chr					COG:R	PF04586.9	Rv2650c-Rv2651c
Rv2652c		Rv2652	627	2975927	2976554	-	phiRv2 phage protein	chr						PF05119.4	Rv2652c-Rv2653c
Rv2653c		Rv2653	324	2976585	2976909	-	phiRv2 phage protein	chr							Rv2652c-Rv2653c
Rv2654c		Rv2654	246	2976988	2977234	-	phiRv2 phage protein	chr							Rv2654c-Rv2659c
Rv2655c		Rv2655	1428	2977230	2978658	-	phiRv2 phage protein	chr							Rv2654c-Rv2659c
Rv2656c		Rv2656	393	2978659	2979052	-	phiRv2 phage protein	chr							Rv2654c-Rv2659c
Rv2657c		Rv2657	261	2979048	2979309	-	phiRv2 phage protein	chr						PF00376.15	Rv2654c-Rv2659c
Rv2658c		Rv2658	363	2979325	2979688	-	phiRv2 phage protein	chr							Rv2654c-Rv2659c
Rv2659c		Rv2659	1128	2979690	2980818	-	phiRv2 phage integrase	chr					COG:L	PF00589.14	Rv2654c-Rv2659c
Rv2660c		Rv2660	228	2980962	2981190	-	hypothetical protein	chr							Rv2660c-Rv2661c
Rv2661c		Rv2661	390	2981186	2981576	-	hypothetical protein	chr							Rv2660c-Rv2661c
Rv2662			273	2981481	2981754	+	hypothetical protein	chr							Rv2662-Rv2662
Rv2663			234	2981852	2982086	+	hypothetical protein	chr							Rv2663-Rv2664
Rv2664			255	2982096	2982351	+	hypothetical protein	chr							Rv2663-Rv2664
Rv2665			282	2982698	2982980	+	hypothetical arginine rich protein	chr							Rv2665-Rv2665
Rv2666			804	2983070	2983874	+	transposase	chr					COG:L	PF00872.10	Rv2666-clpC2
Rv2667	clpC2		759	2983895	2984654	+	ATP-dependent protease ATP-binding subunit	chr					COG:O	PF02861.12	Rv2666-clpC2
Rv2668			522	2984732	2985254	+	exported alanine and valine rich protein	chr							Rv2668-Rv2669
Rv2669			471	2985282	2985753	+	conserved hypothetical protein	chr						PF00583.16	Rv2668-Rv2669
Rv2670c		Rv2670	1110	2985730	2986840	-	conserved hypothetical protein	chr					COG:R	PF03969.8	Rv2670c-Rv2670c
Rv2671	ribD		777	2986838	2987615	+	bifunctional riboflavin biosynthesis protein	chr				PWY:RIBOSYN2-PWY	COG:H	PF01872.9	ribD-ribD
Rv2672			1587	2987681	2989268	+	secreted protease	chr					COG:R	PF00561.12,PF08386.2	Rv2672-Rv2673
Rv2673			1302	2989290	2990592	+	conserved membrane protein	chr							Rv2672-Rv2673
Rv2674			411	2990705	2991116	+	conserved hypothetical protein	chr						PF01641.10	Rv2674-Rv2674
Rv2675c		Rv2675	753	2991183	2991936	-	conserved hypothetical protein	chr		EC:2.1.1.-	KEGG:00380,KEGG:00130,KEGG:00350,KEGG:00450,KEGG:00906,KEGG:03090,KEGG:00440,KEGG:00626,KEGG:00150,KEGG:00340	PWY:CODH-PWY	COG:Q,COG:R	PF05724.3,PF08241.4,PF08242.4	Rv2675c-hemE
Rv2676c		Rv2676	696	2991932	2992628	-	conserved hypothetical protein	chr						PF06778.4	Rv2675c-hemE
Rv2677c	hemY	Rv2677	1359	2992633	2993992	-	protoporphyrinogen oxidase	chr	GO:0004729	EC:1.3.3.4	KEGG:00860	PWY:HEMESYN2-PWY	COG:H	PF01593.16	Rv2675c-hemE
Rv2678c	hemE	Rv2678	1074	2993988	2995062	-	uroporphyrinogen decarboxylase	chr	GO:0004853	EC:4.1.1.37	KEGG:00860	PWY:HEMESYN2-PWY	COG:H	PF01208.9	Rv2675c-hemE
Rv2679	echA15		831	2995114	2995945	+	enoyl-CoA hydratase	chr	GO:0004300	EC:4.2.1.17	KEGG:03320,KEGG:00410,KEGG:00062,KEGG:00632,KEGG:00071,KEGG:00280,KEGG:00903,KEGG:00640,KEGG:00650,KEGG:00930,KEGG:00380,KEGG:00310	PWY:ILEUDEG-PWY,PWY:ILEU-DEG2-PWY	COG:I	PF00378.12	echA15-echA15
Rv2680			633	2996104	2996737	+	conserved hypothetical protein	chr							Rv2680-Rv2681
Rv2681			1317	2996738	2998055	+	conserved alanine rich protein	chr	GO:0004525	EC:3.1.26.3			COG:J	PF00570.15,PF01612.12	Rv2680-Rv2681
Rv2682c	dxs1	Rv2682	1917	2998051	2999968	-	1-deoxy-D-xylulose 5-phosphate synthase	chr	GO:0008661	EC:2.2.1.7	KEGG:00100	PWY:THISYN-PWY,PWY:PYRIDOXSYN-PWY	COG:H,COG:I	PF02779.16,PF02780.12	dxs1-dxs1
Rv2683			498	3000111	3000609	+	conserved hypothetical protein	chr						PF00571.20	Rv2683-arsA
Rv2684	arsA		1290	3000613	3001903	+	arsenic-transport membrane protein	chr					COG:P	PF02040.7,PF03600.8	Rv2683-arsA
Rv2685	arsB1		1287	3001982	3003269	+	arsenic-transport membrane protein	chr					COG:P	PF02040.7,PF03600.8	arsB1-arsB1
Rv2686c		Rv2686	759	3003279	3004038	-	antibiotic-transport membrane leucine and alanine and valine rich protein ABC transporter	chr							Rv2686c-Rv2688c
Rv2687c		Rv2687	714	3004034	3004748	-	antibiotic-transport membrane leucine and valine rich protein ABC transporter	chr							Rv2686c-Rv2688c
Rv2688c		Rv2688	906	3004744	3005650	-	antibiotic-transport ATP-binding protein ABC transporter	chr					COG:V	PF00005.19	Rv2686c-Rv2688c
Rv2689c		Rv2689	1218	3005844	3007062	-	conserved alanine, valine and glycine rich protein	chr		EC:2.1.1.-	KEGG:00440,KEGG:00150,KEGG:00340,KEGG:00906,KEGG:03090,KEGG:00626,KEGG:00380,KEGG:00130,KEGG:00450,KEGG:00350		COG:J	PF01938.12	Rv2689c-Rv2689c
Rv2690c		Rv2690	1974	3007235	3009209	-	conserved alanine, valine and leucine rich membrane protein	chr					COG:E		Rv2690c-Rv2690c
Rv2691	ceoB		684	3009343	3010027	+	trk system potassium uptake protein	chr	GO:0006813,GO:0008324				COG:P	PF02080.13,PF02254.10	ceoB-ceoC
Rv2692	ceoC		663	3010023	3010686	+	trk system potassium uptake protein	chr	GO:0008324,GO:0006813				COG:P	PF02080.13,PF02254.10	ceoB-ceoC
Rv2693c		Rv2693	672	3010696	3011368	-	conserved alanine and leucine rich membrane protein	chr							Rv2693c-Rv2694c
Rv2694c		Rv2694	369	3011398	3011767	-	conserved hypothetical protein	chr						PF01336.17	Rv2693c-Rv2694c
Rv2695			708	3011915	3012623	+	conserved alanine rich protein	chr							Rv2695-Rv2695
Rv2696c		Rv2696	780	3012828	3013608	-	conserved alanine, glycine and valine rich protein	chr							Rv2696c-Rv2696c
Rv2697c	dut	Rv2697	465	3013682	3014147	-	deoxyuridine 5-triphosphate nucleotidohydrolase	chr	GO:0004170	EC:3.6.1.23	KEGG:00240	PWY:PWY0-166		PF00692.11	dut-dut
Rv2698			486	3014172	3014658	+	conserved alanine rich membrane protein	chr							Rv2698-Rv2698
Rv2699c		Rv2699	303	3014662	3014965	-	conserved hypothetical protein	chr							Rv2699c-Rv2699c
Rv2700			651	3015202	3015853	+	conserved secreted protein	chr							Rv2700-Rv2700
Rv2701c	suhB	Rv2701	873	3015862	3016735	-	extragenic suppressor protein	chr					COG:G	PF00459.17	suhB-suhB
Rv2702	ppgK		798	3016857	3017655	+	polyphosphate glucokinase	chr	GO:0047330	EC:2.7.1.63	KEGG:00010		COG:K,COG:G	PF00480.12	ppgK-ppgK
Rv2703	sigA		1587	3017834	3019421	+	RNA polymerase sigma factor	chr	GO:0003700,GO:0045449,GO:0016987,GO:0030528,GO:0003677,GO:0006352				COG:K	PF00140.12,PF04539.8,PF04542.6,PF04545.8	sigA-Rv2704
Rv2704			429	3019457	3019886	+	conserved hypothetical protein	chr					COG:J	PF01042.13	sigA-Rv2704
